audio_path,transcript,language,duration_ms,word_count,Part
TheDirection_7_79_684503_701379.wav,ويوم حطيت الإبره [for ,Arabic,16876,4,Mixat-Part1
TheDirection_7_80_701379_702477.wav,يووه.,Arabic,1098,1,Mixat-Part1
TheDirection_7_81_702477_705107.wav,فا [for amoment]، يعني [for] حتى.,CS,2630,6,Mixat-Part1
TheDirection_7_82_705107_706303.wav,ضربت الإبره في إيدك؟,Arabic,1196,4,Mixat-Part1
TheDirection_7_83_706303_721471.wav,ضربت الإبره في إيديا هني، فا [for amoment] العالم كله وقف، ما شفت حد جدامي أبدًا غير أنا والإبره وبس وتخيلت هلي.,CS,15168,22,Mixat-Part1
TheDirection_7_84_721471_733316.wav,"وتخيلت الريال هذا اللي لسه يموت عدالي وقلت [That's it, this is the end of it] يعني، أن أنا بيني وأنا بستوى متل ها الشخص هذا، فكان يعني [is a major trauma] يعني.",CS,11845,33,Mixat-Part1
TheDirection_7_85_733316_746471.wav,وبعدين تجعد طبعًا أنت يعني حتى يعني ما تعرف طبعًا يعني روحت المستحي قلتلهم استوي ,Arabic,13155,15,Mixat-Part1
TheDirection_7_86_746471_760556.wav,ويعني مثلًا ما تبي تيلس مع أهلك وعيالك تخاف تعاديهم عنا [This is not right] يعني لأن محد يتعدى منك إلا إذا كان خد عنك دم ولا خد عنك [fluids] ولا كذا.,CS,14085,32,Mixat-Part1
TheDirection_7_87_760556_776023.wav,فسبحان الله لكن [,Arabic,15467,4,Mixat-Part1
TheDirection_7_88_776023_787575.wav,وأنت كنت لابس [gloves] ومش عارف إيه يعني هذا فقلت لهم [you know what I can't work] لازم أدر البلاد الحين وكان في الصيف هذا.,CS,11552,25,Mixat-Part1
TheDirection_7_89_787575_799511.wav,قلت لهم أنا برد البلاد و[I need to take a break] لا بقدر أسوي منوبات ولا بقدر أسوي شي وفعلًا رديت البلاد إهني وصرت العمره.,CS,11936,25,Mixat-Part1
TheDirection_7_90_799511_809987.wav,و[For major thing] يعني ارتحت لهذا ونسيت سالفه بعدين مثلًا عدا ال[taste] مثلًا بعد [three weeks] الحمد لله طلع ما في شي.,CS,10476,22,Mixat-Part1
TheDirection_7_91_809987_813828.wav,طبعًا على أعصابك طول هاي الفتره ثلاث أسابيع.,Arabic,3841,8,Mixat-Part1
TheDirection_7_92_813828_827922.wav,وبعدين ,Arabic,14094,1,Mixat-Part1
TheDirection_7_93_827922_836319.wav,فالمهم يعني الحمد لله هذايل كان مثلًا [two major things] يعني إن يكون.,CS,8397,13,Mixat-Part1
TheDirection_7_94_836319_843773.wav,هذا الموقف ثاني هذا يا دكتور ما يقدر ينسى ,Arabic,7454,9,Mixat-Part1
TheDirection_7_95_843773_854190.wav,هاي ,Arabic,10417,1,Mixat-Part1
TheDirection_7_96_854190_855333.wav,ها الباطنيه مش بطن؟,Arabic,1143,4,Mixat-Part1
TheDirection_7_97_855333_860282.wav,مش بطن، لا باطنيه من الأشياء الباطنه عكس الأشياء الظاهره.,Arabic,4949,10,Mixat-Part1
TheDirection_7_98_860282_861035.wav,[okay].,English,753,1,Mixat-Part1
TheDirection_7_99_861035_871826.wav,تمام؟ فالأشياء الظاهره مثلًا جراحه وجلد ومش عارف إيش هذي الأشياء واضحه يعني، لكن الأشياء الباطنه مش الباطنيه فهي الباطن وليست الباطنيه.,Arabic,10791,22,Mixat-Part1
TheDirection_7_100_871826_888266.wav,المهم ,Arabic,16440,1,Mixat-Part1
TheDirection_7_101_888266_903565.wav,وبعدين وأنا هناكي القسم الأمراض الصدريه كانوا زانقين عرضوا عليا أنا انضم لهم، حطيت اسمي وسويت فبعدين سويت تخصص ثاني بفتقريبًا خدتله سبع سنين.,Arabic,15299,24,Mixat-Part1
TheDirection_7_102_903565_921188.wav,[wow] ما شاء الله، علي طار الحساسيه [doctor] أنا اليوم حين أيي أشوف مثلًا عدد الناس اللي يعانون من الحساسيه سواءً حساسيه من أكل، حساسيه من روايح معينه، من حيوانات معينه، أحس كأن الموضوع زاد في آخر عشرين سنه.,CS,17623,39,Mixat-Part1
TheDirection_7_103_921188_936475.wav,يعني قبل يوم نحن صغار  نادرًا اسمع عن شخص مثلًا والله هذا عنده حساسيه من الشي الفلاني، واللي أسمعه بعد من اللي أكبر مني سنًا يقولون كا الكلام أن قبل صعب ما تحصل والله هذا محسس من المكسرات.,Arabic,15287,38,Mixat-Part1
TheDirection_7_104_936475_945352.wav,هذا محسس من الجطاو مثلًا، فهل هذا الشي يعني يديد؟ ولا كان موجود سابقًا بس ما يعرفون عنه؟,Arabic,8877,18,Mixat-Part1
TheDirection_7_106_963916_977093.wav,فصار عندهم مثل ما يقولون وعي أكثر إن والله دا كان أعراض معينه ,Arabic,13177,13,Mixat-Part1
TheDirection_7_107_977093_992357.wav,مثلًا واحد يبي وزنه ينزل يقولك مثلًا أنا بعرف إذا كان أنا عندي حساسيه من ,Arabic,15264,15,Mixat-Part1
TheDirection_7_108_992357_994406.wav,بس كحساسيه، هذا شي موجود؟,Arabic,2049,5,Mixat-Part1
TheDirection_7_110_995561_996340.wav,[okay].,English,779,1,Mixat-Part1
TheDirection_7_111_996340_1015261.wav,السبب الثاني إن طبيعه حياتنا يعني سبحان الله، الله خلق الجهاز المناعي على أساس [to fight] أو يحارب مثلًا إذا عندك [corona] ولا عندك [bacteria]، إلتهاب، مش عارف إيش وكده.,CS,18921,30,Mixat-Part1
TheDirection_7_112_1015261_1034963.wav,لكن لو أنت بتلبس في مكان نظيف مثل دبي مثلًا، ومثل الإمارات ومثل دولنا وتاخذ تطعيمات، وتاخذ مضادات حيويه وكذا فأنت تقريبًا يعني يالس تحصن نفسك بحيث إن ما تييك إلتهابات [bacteria] وكذا.,CS,19702,33,Mixat-Part1
TheDirection_7_114_1051144_1059919.wav,خليني أروح على الصدر أسوي له ربو، خليني أدخل على الخشم أسوي له يعني [in very simple way] يعني بس طبعًا [Itis more Complicated].,CS,8775,24,Mixat-Part1
TheDirection_7_115_1059919_1072146.wav,فبتشوف أيضًا هذا زيد من الحساسيه، أيضًا يعني مثلًا حين وأنا يعني إنك المجمع الجميل هذا اللي كان قبل عشرين سنه كان رمل صح؟,Arabic,12227,24,Mixat-Part1
TheDirection_7_116_1072146_1072781.wav,صحيح.,Arabic,635,1,Mixat-Part1
TheDirection_7_117_1072781_1084664.wav,الآن لا، أشجار أشيا، أنت استحدثت تشجير، ودخلت نباتات ما كانت موجوده، وطبيعه النباتات اللي ما تتنقلها من بيئه لبيئه مثلًا اليوم شوف.,Arabic,11883,23,Mixat-Part1
TheDirection_7_118_1084664_1106328.wav,إذا خدت نخله من هني وزرعتها في السويد ولا في [whatever it is] يعني هاك وكذا بتطلع بس بتلاحظ إن في لها شوج، الشوج ,CS,21664,24,Mixat-Part1
TheDirection_7_119_1106328_1110974.wav,غيرت بيئته النبته هاي من مكان إلي مكان، سبحان الله.,Arabic,4646,10,Mixat-Part1
TheDirection_7_120_1110974_1126955.wav,حتى أنت لاحظ لو رحت منطقه بارده حطوا فيها مثلًا في [boten garden] وغيره أو كده حطوا فيها مثلًا نخل كده بتحس ,CS,15981,22,Mixat-Part1
TheDirection_7_123_1151098_1163344.wav,ما كان موجود طلعت حساسيه السمسوم، أساسًا السمسوم هذا اللي يجرص ممكن يقتل واحد [believed or not] أساسًا ,CS,12246,18,Mixat-Part1
TheDirection_7_124_1163344_1169793.wav,بس لما صارت الزراعات يجيله كذا ,Arabic,6449,6,Mixat-Part1
TheDirection_7_125_1169793_1180929.wav,موضوع السمسوم هذا وايد بتخلج فيه وبسألك عنه، بس هل نقدر انقول مثلًا دكتور إن الحساسيه هي رده فعل للجهاز الهضمي لمؤثر خارجي مثلًا؟,Arabic,11136,24,Mixat-Part1
TheDirection_7_126_1180929_1188042.wav,بشكل عام رده فعل الجهاز المناعي لشي هو مش متعود عليه.,Arabic,7113,11,Mixat-Part1
TheDirection_7_127_1188042_1199358.wav,[okay]، شو علاقه يعني مثلًا هاي معلومه أنا سمعتها أباك أنت تقولي توضح لي من الناحيه العلميه، هل هذا صح ولا لا؟ ,CS,11316,22,Mixat-Part1
TheDirection_7_128_1199358_1216677.wav,يقولك تعرض مثلًا الأطفال ,Arabic,17319,4,Mixat-Part1
TheDirection_7_129_1216677_1217585.wav,صحيح.,Arabic,908,1,Mixat-Part1
TheDirection_7_130_1217585_1228337.wav,[okay]، فأنت اللي اتفضلت فيه إن اليوم اللي مثلًا ما يتعرض كون إن احنا نعيش ما شاء الله في دوله النظافه فيها عشره على عشره ما في تعرض لأي نوع من ال[bacteria].,CS,10752,32,Mixat-Part1
TheDirection_7_131_1228337_1240494.wav,ولا ,Arabic,12157,1,Mixat-Part1
TheDirection_7_133_1254285_1266505.wav,بتحصل عندهم مشكله مثلًا [infection] وفيروسات و[bacteria] وديدان ومش عارف إيه بس ما عندهم حساسيات وايده، الحساسيات وايده تطلع فين؟ في العالم الغربي تطلع في العالم احنا موجودين فيه.,CS,12220,29,Mixat-Part1
TheDirection_7_134_1266505_1280205.wav,إضافه إلى نقطه ثانيه ,Arabic,13700,4,Mixat-Part1
TheDirection_7_135_1280205_1301474.wav,ومشكله الحيوانات هاي بالذات اللي يكون فيها شعر، ويكون فيها وبر وكذا أنت تتنشج الوبر مالها من غير ما تحس، والوبر مالي الحيوانات هذي موجود داخل زوليه، على الشبريه، على الكنبه، على الستاره، على الكذا، على لبسك وأنت تروح لمكان ثاني ف.,Arabic,21269,42,Mixat-Part1
TheDirection_7_136_1301474_1319803.wav,استوي [doctor] حين مثلًا الوبر اللي تدريه أنت يدخل في الخشم ,CS,18329,11,Mixat-Part1
TheDirection_7_137_1319803_1337498.wav,اللي يستوي إنك أنت تتنشج شيء مثلًا قول شعر أو الوبر مال هذا في النهايه هذا الإنسان كلها عباره عن بروتينات الجهاز المناعي، يتعرف على بروتين الحين في موضوع ال[covid] وكده في النهايه هو بروتين.,CS,17695,35,Mixat-Part1
TheDirection_7_138_1337498_1354284.wav,ال[covid] هذا اللي يسوي المشكله كلها واللقاح على البروتين هذا، فهدا الوبر عباره عن بروتين، البروتين الجسم يشوفه، جسم مناعي بيشوفه يقولك والله وايد من [disease strange] جاي واحد ريال يديد بيدخل علينا ما نعرفه.,CS,16786,35,Mixat-Part1
TheDirection_7_139_1354284_1366895.wav,ذكر ,Arabic,12611,1,Mixat-Part1
TheDirection_7_141_1383056_1394027.wav,بمعنى واحد يخاف اكرمت من الشلب مثلًا شخص وعنده [phobia]، فأنت تبي يخليه يبتدي يحس إنه عادي فشو أول شي؟,CS,10971,20,Mixat-Part1
TheDirection_7_142_1394027_1406336.wav,بترمس وياه عن موضوع الشلب، تميزيه ويتحسس وكده عقب تجيب له صوره شلب ,Arabic,12309,13,Mixat-Part1
TheDirection_7_143_1406336_1407960.wav,شلب صغير مثلًا.,Arabic,1624,3,Mixat-Part1
TheDirection_7_144_1407960_1422739.wav,صغير ليه ما تخلينا فنحن بعد لما مثلًا أنت مثلًا متحسس مثلًا من السمسوم أو من غيره وكده أنا أعطيك إيها بجرعات مخففه بعطيك مثلًا واحد في المليون من البروتين اللي كنا جاعدين نتكلم عليه.,Arabic,14779,35,Mixat-Part1
TheDirection_7_145_1422739_1434316.wav,عقب أخفف أخليه مثلًا واحد في الميه ألف أجيب واحد في العشرين ألف احد في العشر آلاف مخففه تمامًا ليوم ما نعطيك ياها بالجرعه اللي أنت تتعرض لها في الطبيعه.,Arabic,11577,30,Mixat-Part1
TheDirection_7_146_1434316_1435952.wav,ويكون الجسم خلاص أتعود عليه.,Arabic,1636,5,Mixat-Part1
TheDirection_7_147_1435952_1452543.wav,بس أتعود عليها بس [It takes a time] طبعًا لأن ,CS,16591,10,Mixat-Part1
TheDirection_7_148_1452543_1469283.wav,زين جزاك الله خير بصراحه المثال اللي عطتني إياه [doctor] في طريقه التعامل مع مثلًا جلنا لو ممكن اتكون هاي جرصه السمسوم كيف تعطيه أنت ال[doses] أو ,CS,16740,27,Mixat-Part1
TheDirection_7_149_1469283_1481341.wav,الين ما يوصل بحيث إن يكون جسمه يتقبل ,Arabic,12058,8,Mixat-Part1
TheDirection_7_150_1481341_1495842.wav,متأكد إن ,Arabic,14501,2,Mixat-Part1
TheDirection_7_151_1495842_1512679.wav,شوف أكثر شي الناس يعني إحنا نقول إن الإنسان عدو ما يجهل، فبالتالي أنت لما ما يكون عندك شي تقدر اتفسره نحن عنا إهني موب- والله مثلًا إذا أنا ما بعرف أفسر شي.,Arabic,16837,33,Mixat-Part1
TheDirection_7_152_1512679_1527264.wav,بقول عليه يا عين، يا حسد، يا حد مسولي يعني عمل أو شي من هالقبيل، أيضًا في موضوع الحساسيه ,Arabic,14585,19,Mixat-Part1
TheDirection_7_153_1527264_1545615.wav,خلينا الأول نحن نقول إن إحنا يعني الإنسان الحساس مثلًا [okay] اليوم أنت بدر ,CS,18351,14,Mixat-Part1
TheDirection_7_154_1545615_1560426.wav,وفي شخص أنت عندك مشكله وياه، طيب، هذا الفرق ما بين الشي احنا نسميه [alretent] الشي اللي هو يثير الجسم.,CS,14811,20,Mixat-Part1
TheDirection_7_155_1560426_1573745.wav,وما بين [alrgence] الشخص اللي أنت تكون متحسس منه بمعنى، لو اليوم طلعنا كان قالولك باجر في أخبار وعاصفه ترابيه ومش عارف إيش وهذا.,CS,13319,24,Mixat-Part1
TheDirection_7_156_1573745_1585732.wav,ها الليله يعني كلنا نحن بنطلع على الشارع في هذا اليوم بنتحسس يعني أو بتزعجني بدرجات متفاوته أي.,Arabic,11987,18,Mixat-Part1
TheDirection_7_157_1585732_1597564.wav,لكن إذا في واحد فينا مر على حديقه مثلًا كان فيها زهور ومتحسس من الزهور أو مثلًا مر على مكان وجرصه السمسوم ولا كذا.,Arabic,11832,24,Mixat-Part1
TheDirection_7_158_1597564_1609102.wav,هذا بيتحسس بطريقه مختلفه عن الشخص التاني مثلًا في ناس يجرصهم السمسوم ما يستويلهم شي، في ناس تمر من الشير ما تمي يعطس ولا يسويلهم شي في ناس الغبار.,Arabic,11538,29,Mixat-Part1
TheDirection_7_159_1609102_1627712.wav,فهذي القضيه ,Arabic,18610,2,Mixat-Part1
TheDirection_7_160_1627712_1640803.wav,لكن الشخص اللي أنت متضارب وياه، واللي أنت بس في المكتب تكرهه، هذا أنت بينك وبينه [history] صح؟ كان في كلام في السابق، موقف وسوي فالجسم بنفس الطريقه ما يتحسس من هي والدرب.,CS,13091,33,Mixat-Part1
TheDirection_7_161_1640803_1655635.wav,لا يكون في [exposure] و[history] وياخذ الجرصه يت من أول مره، ثانيه بعدين ابتديت تحسس منها اتعرضت ,CS,14832,17,Mixat-Part1
TheDirection_7_162_1655635_1671693.wav,بقولك على شي يضحك يعني واحد عنده حساسيه من الزهور ما أدري كيف وكده يعني حساسيه شديده، ريال قولي إذا بطلوا التلفزيون شفت صوره الزهور أنا أعطس والله العظيم.,Arabic,16058,29,Mixat-Part1
TheDirection_7_163_1671693_1673069.wav,الأثر النفسي ها؟,Arabic,1376,3,Mixat-Part1
TheDirection_7_165_1689498_1702213.wav,صارت له فتره تعرضلها مره مرتين ثلاته عقب استويت المشكله، فأنت اضايقج من الشخص هذا اللي صار عندك مواقف منه بعدين إن أنت أخدت من دا موقف، في الجهاز المناعي خذ موقف من هذا الشي.,Arabic,12715,35,Mixat-Part1
TheDirection_7_167_1714355_1731426.wav,يوم يشوفه وطبعًا هذا اللي معروفه ما يعادي الكبار يعني بس يكون بين الصغار فيوم ما اشوفه يتحجج ساعات تيني الحجه أنا في نفس المكان وأم العيال عندها نفس المشكله كانت فيوم كانت تتحجج أحس بالحجه في نفس المكان فالريال مانو يوم يعاطس يوم يشوف ورود هاي.,Arabic,17071,47,Mixat-Part1
TheDirection_7_168_1731426_1748175.wav,لأن هاي، لأن أنت ,Arabic,16749,4,Mixat-Part1
TheDirection_7_170_1762245_1777959.wav,مثلًا اللي ما يقدر يشرب الحليب هذي مش حساسيه ال[Lactose introns] هذي مش حساسيه هذا جزء كبير منا الكبار ما عنا الإنزيم اللي يهضم الحليب.,CS,15714,25,Mixat-Part1
TheDirection_7_171_1777959_1796448.wav,وهذا استوى [through evaluation] أو التطور لإن الإنسان انتقل من الحياه البدويه، اللي يجعد على المزارع ويشرب الحليب إلى حياه المدن، فبالتدريج استغنى عن الحليب وغيره ,CS,18489,26,Mixat-Part1
TheDirection_7_172_1796448_1815076.wav,وبالتالي الجسم ما جام يفرز هذا لأنه ما أنت ما تحتاجه، فلما رجعت الأبحاث عن أهميه الحليب وال[Calcium] بدينا ندخل الحليب حق الناس ولا كذا ابتدى الناس يتحسسوا منه وسبحان الله الله خلق ,CS,18628,33,Mixat-Part1
TheDirection_7_173_1815076_1828654.wav,إن هذا الإنزيم يشتغل وياك لين فتره معينه، من تكبر وما تضطر تحتاج الحليب يوقف فبتلاحظ إن ال[Lactose introns] مش عند الصغار، عند الكبار فهاد مش حساسيه.,CS,13578,27,Mixat-Part1
TheDirection_7_175_1844356_1864816.wav,بيطلعلك لسته بلون أحمر يقولك مثلًا البيض ومشتقات الحليب [nasmange] وكدا أنت متحسس منها لا تأكل منها ولسته لونها برتقالي لا، اتخفف منها ولسته لون الخضرا ,CS,20460,26,Mixat-Part1
TheDirection_7_176_1864816_1880303.wav,بس هما يقولوا لك مثلًا القايمه هاي الحمرا الفحص هذا اعرفه، كانوا بيقولوا لك هاي القايمه مثلًا ,Arabic,15487,17,Mixat-Part1
TheDirection_7_177_1880303_1889927.wav,ما يعني أي شي، يعني أنا يوني الناس عندهم القائمه كلها عندهم حمرا، قول والله دكتور أنا آكل كلتها ولا، ما أعرف كيف ال[test] هذي شو الحين أوقف ولا ما أوقف.,CS,9624,31,Mixat-Part1
TheDirection_7_178_1889927_1899304.wav,يقولي لا صدق عمرك أنت أو يقولك مثلًا هاي اللسته يقول خضراء بس أنا يوم أنا أكلها أنا أتحسس منها دايمًا صدق عمرك لا تصدق ال[test]. ,CS,9377,26,Mixat-Part1
TheDirection_7_179_1899304_1908479.wav,بالذات لما يكون موضوع الحساسيه طبعًا ,Arabic,9175,6,Mixat-Part1
TheDirection_7_180_1908479_1923588.wav,في موقف دكتور أنا شفته يعني من أحد أفراد العائله، فمحمد عنده حساسيه من المكسرات فأذكر هذا الموقف استوى قبل فتره يعني قبل كم من سنه.,Arabic,15109,26,Mixat-Part1
TheDirection_7_181_1923588_1935933.wav,كميه بسيطه كانت في صحن أعتقد ما أدري حاطين ,Arabic,12345,9,Mixat-Part1
TheDirection_7_182_1935933_1948882.wav,يعني كان المنظر مخيف، وابتدى يتعب وكان يشتكي يقول أنه ما يرم يتنسخ فشو اللي يستوي دكتور؟ هل فعلًا أنا اللي عرفته إن عضله اللسان أظني تضعف.,Arabic,12949,27,Mixat-Part1
TheDirection_7_184_1958985_1976958.wav,أي هو هذا عباره عن [again] نفس الشي، الجسم متحسس من البروتين اللي في الفول السوداني ال[peanuts]، فمن يدخل الجسم يبتدي كل الجسم يتحفز.,CS,17973,24,Mixat-Part1
TheDirection_7_185_1976958_1993400.wav,فمن ضمن التحفز ماله، إن يبتدي يفرز إفرازات ويبتدي الجسم ينتفخ في أماكن معينه تحس مثلًا إن اليلد يحج إنتفخ القناه التنفسيه صارت ضيقه لإن انتفخت بالتالي نفس الهوا اللي يبي يمر فيه ما يمر.,Arabic,16442,35,Mixat-Part1
TheDirection_7_186_1993400_2003374.wav,وهذا اللي يستوي إهني وهذا من أصعب الحالات هذا قد الله يعني ,Arabic,9974,12,Mixat-Part1
TheDirection_7_187_2003374_2006518.wav,اذكر هذا محمد إبره [antihistamine] أعتقد خذ.,CS,3144,7,Mixat-Part1
TheDirection_7_188_2006518_2022906.wav,تعطيهم [antihistamine] وتعطيهم إبره يسمونه [EPI pen] مثلًا عندي مثلًا ناس وايدين على طول نعطيهم هذا اليوم كان يعني مثلًا واحد خذ دوا معين وما كان جادر يتنفس ولا كذا وما ابجى أنا مش عارف إذا هو من الدوا ولا لا فقلت بسويلك [test] كده.,CS,16388,45,Mixat-Part1
TheDirection_7_189_2022906_2039296.wav,"اليوم ما أتأكد قلت لا، خذ الإبره هذي يسمونه [EPI pen] يعني [EPI pen, it's a pen] من تحس بدجه في ريلك على طول تحس تفتح لإن هذا أكثر شي، أصعب شعور يعني كأن حد زغدنك، كإن حد يالس يزغدك وأنت مو قادر تتنفس.",CS,16390,44,Mixat-Part1
TheDirection_7_190_2039296_2052304.wav,دكتور شو صحه المعلومه، في معلومه أنا سمعتها مثلًا ما أعرف [it's a miss] ولا هذا شي حقيقي يقولك في بعض الأحيان الأم الحامل يوم تمتنع عن نوع معين من الأطعمه.,CS,13008,31,Mixat-Part1
TheDirection_7_191_2052304_2065985.wav,قد يترتب عليه هذا، إن الجنين أو الطفل هذا اللي يطلع ,Arabic,13681,11,Mixat-Part1
TheDirection_7_192_2065985_2073674.wav,يوم يطلع الجنين هذا اتكون عنده حساسيه لأنه ما بنى ما أدري مناعه أو ما أتعود في فتره.,Arabic,7689,18,Mixat-Part1
TheDirection_7_193_2073674_2090512.wav,إلى حدٍ ما يعني ,Arabic,16838,4,Mixat-Part1
TheDirection_7_194_2090512_2092226.wav,تعرض لأشياء برا.,Arabic,1714,3,Mixat-Part1
TheDirection_7_195_2092226_2105059.wav,تعرضه لاشياء على أساس جسمه يكون عادي وكدا، ف[it's okey] يعني تقريبًا ,CS,12833,12,Mixat-Part1
TheDirection_7_196_2105059_2122609.wav,فالآن، أحد المدارس اللي تقولك والله [okay] خلي الأم تاكل لإن هذا الأكل، في النهايه بيوصل إلى ,CS,17550,17,Mixat-Part1
TheDirection_7_197_2122609_2138362.wav,فهذي من أحد النظريات اللي الآن الناس يسوونها ,Arabic,15753,8,Mixat-Part1
TheDirection_7_198_2138362_2152459.wav,نادرًا يعني في مثلًا نوع من الحجه اللي يطلع داخل اليلد، أنوع من الراش، الإجزيم، هذا الأشياء [okey] مالها علاقه بموضوع الأكل إلا في عشره في الميه منهم وعند الأطفال فقط أما الكبار.,CS,14097,33,Mixat-Part1
TheDirection_7_199_2152459_2161856.wav,والله يتني حجه هنا يسمنها أرتكاريا ويسمنها الشرا وغيره وكده، وطلعتلي حبوب وكده أعتقد إن من نوع من أي أنا أكلته لا في الغالب ها لا ما يكون.,Arabic,9397,28,Mixat-Part1
TheDirection_7_200_2161856_2162817.wav,في الغالب لا ها؟,Arabic,961,4,Mixat-Part1
TheDirection_7_201_2162817_2176935.wav,في الغالب يكون عباره عن تفاعل مناعي ذاتي، الجسم هو اللي يسبب هاذى علاجها يمكن هذا النقطه الثانيه لازم نتكلم فيها الأن، الي هي شو العلاجات اليديه في مجال المناعه والحساسيه؟,Arabic,14118,31,Mixat-Part1
TheDirection_7_202_2176935_2193089.wav,طبعًا مع تطور الطب احنا الأول مثلًا أنت مثلًا أنت عندك حساسيه وبالتالي الجسم يفرز [histamine] بعطيك مضاد [histamine]، الجسم يفرز أشياء التهابات بعطيك مضاد إلتهابات.,CS,16154,26,Mixat-Part1
TheDirection_7_203_2193089_2210440.wav,الجسم فيه [bacteria] بعطيك مضاد ال[bacteria] الآن ابتدينا نتخلي انقول لا، الجسم يطلع ماده معينه هي اللي تخلي [histamine] يطلع ,CS,17351,20,Mixat-Part1
TheDirection_7_204_2210440_2223311.wav,وبالتالي هذا العلاج الآن يسمونه الأدويه البيولوجيه هي الأدويه الحديثه اللي نستخدمها الآن في معظم الأمراض المناعيه والحساسيه، فبالتالي يستخدم في أمراض الصدر في أمراض الروماتيزم.,Arabic,12871,26,Mixat-Part1
TheDirection_7_205_2223311_2234378.wav,في أمراض الجهاز ,Arabic,11067,3,Mixat-Part1
TheDirection_7_206_2234378_2245076.wav,فالعلاج ال[Biology] هو أنا أروح للماده البيولوجيه اللي تطلع السوالف هاي كلها اللي تطلع ال[histamine] وتطلع الهذا أوقفها عن طريق ماده.,CS,10698,21,Mixat-Part1
TheDirection_7_207_2245076_2267179.wav,طبعًا تصنيع هذا معقد وكده بس هذي ال هذا ,Arabic,22103,9,Mixat-Part1
TheDirection_7_208_2267179_2284881.wav,فأنا بدل ما أعطيك دوا علاج كيماوي يطيح شعرك وجسمك وما تاكل وكذا لا، أنا بقوي الخلايا هذي عن طريق محفزات وأقولهم [go get it] روح خذ ال[tumor] هذا روح خذ ال وهذا اللي يالس يصير.,CS,17702,36,Mixat-Part1
TheDirection_7_209_2284881_2303791.wav,الآن آخر صيحه اللي حصل في موضوع ال[covid]، اللي حصل في موضوع ال[covid] إن أنا أبغي أقاوم [protein] معين دخلي، سواء [protein] أنا متحسس منه مثل ما جلنا السمسوم أو غيره أو [protein] ال[covid] ال[virus] هذا اللي يه.,CS,18910,38,Mixat-Part1
TheDirection_7_210_2303791_2320595.wav,فأو أعطيك [virus] يشبه مثلًا [virus Covid] أو [virus] الإنفلونزا أو هذا وأقول للجسم أنا بعطيك واحد مثله بس شو؟ ضعيف بحيث إن ما بيسويلي مشكله.,CS,16804,26,Mixat-Part1
TheDirection_7_211_2320595_2338473.wav,عشان بس أنشط الجهاز المناعي يشوفون [oh] هذا [okay] ما نجضي عليه وبالتالي يكون عنا [momery] أو وهذا لسه في موضوع ال[covid] إن لا أنا قلت حق الجهاز الجيني عندي أبى البروتين هذا بالضبط هذا الكود ماله.,CS,17878,37,Mixat-Part1
TheDirection_7_212_2338473_2358141.wav,لو سمحت يا [DNA] سويلي اياه، ياخذه يقولك ال[okay] تم، يسويلك إياه وتطلعه من دون ما تدخل في قصه نعطيك [virus] ونعطيك كذا وهذا اللي استوى وهذا اللي نجح في موضوع ال[covid] وأساسًا علاج ال[covid] ال[vaxin] هذا كان يستخدمونه لل[cancer].,CS,19668,40,Mixat-Part1
TheDirection_7_213_2358141_2374979.wav,[the only shift] مجرد ما نغيره قال [okay] أنا بقول حق الجين بعطيه الكود ,CS,16838,14,Mixat-Part1
TheDirection_7_214_2374979_2393011.wav,هذا الكود اللي بتحارب بيه كذا ,Arabic,18032,6,Mixat-Part1
TheDirection_7_216_2408420_2428270.wav,تسعه وتسعين في الميه نحن متشابهين البشر كله في [ninety nine Percent] من الشفره الجينيه مالنا، الفرق بين شكلي وشكلك وشكل الجمس اللي في ما أدري وين وشكل محمد وشكل علي كله في ال[one Percent].,CS,19850,35,Mixat-Part1
TheDirection_7_218_2448091_2465783.wav,هذا موجود بالشفره الجينيه بس ما تطلع كلها على وقت معين إذا بدر مثلًا سوى شيء معين كان ياكل زياده وما حاسب على وزنه، قابليه السكر الجين هذا اللي كان موجود يبتدي يبرز تمام.,Arabic,17692,34,Mixat-Part1
TheDirection_7_219_2465783_2477052.wav,إذا مثلًا واحد ما حافظ وراح مثلًا على أماكن مثلًا فيها [chemicals] وكده، القابليه اللي في الشفره الجينيه مالته ممكن يطلع عنده بتطلع لإن [environment] ساعدته على الشي هذا.,CS,11269,29,Mixat-Part1
TheDirection_7_220_2477052_2494225.wav,طيب عشان يتحول من شفره جينيه إلى مرض أنت تحتاج هذا اللي يسمونه ال[RNA] يعني هذا اللي يسمونه [DNA] في الشفره مالتك عشان يتحول إلى مرض هذا لازم ياخد [message] من عند ال[DNA] يقول يا ريال روح سويلي مرض السكر روح سويلي كذا.,CS,17173,43,Mixat-Part1
TheDirection_7_222_2510358_2525389.wav,طبعًا العلم هذا يحتاج إلى أيضًا إنك تعرف في موضوع الجينات، بس بعد يحتاج بدر إنك تعرف وايد في موضوع ال[programming] وال[IT] والتطبيقات الاصطناعي وهكذا قصه تانيه يعني.,CS,15031,28,Mixat-Part1
TheDirection_7_223_2525389_2536693.wav,"الحين في ال[artificial intelligence, doctor] أشوف ",CS,11304,6,Mixat-Part1
